ID;Product Category;Historical Spend
2292;Sweet Products;0
2292;Gold Products;5
2295;Wines;539
2295;Fruits;30
2295;Meat Products;92
2295;Fish Products;80
2295;Sweet Products;46
2295;Gold Products;38
2296;Wines;3
2296;Fruits;2
2296;Meat Products;11
2296;Fish Products;2
2296;Sweet Products;2
2296;Gold Products;10
2304;Wines;625
2304;Fruits;7
2304;Meat Products;99
2304;Fish Products;10
2304;Sweet Products;22
2304;Gold Products;7
2308;Wines;110
2308;Fruits;5
2308;Meat Products;137
2308;Fish Products;26
2308;Sweet Products;23
2308;Gold Products;29
2315;Wines;10
2315;Fruits;0
2315;Meat Products;11
2315;Fish Products;17
2315;Sweet Products;29
2315;Gold Products;29
2320;Wines;508
2320;Fruits;11
2320;Meat Products;59
2320;Fish Products;23
2320;Sweet Products;5
2320;Gold Products;29
2324;Wines;625
2324;Fruits;38
2324;Meat Products;242
2324;Fish Products;50
2324;Sweet Products;34
2324;Gold Products;76
2326;Wines;32
2326;Fruits;0
2326;Meat Products;8
2326;Fish Products;23
2326;Sweet Products;4
2326;Gold Products;18
2337;Wines;9
2337;Fruits;1
2337;Meat Products;24
2337;Fish Products;2
2337;Sweet Products;1
2337;Gold Products;2
2345;Wines;587
2345;Fruits;54
2345;Meat Products;348
2345;Fish Products;71
2345;Sweet Products;54
2345;Gold Products;130
2350;Wines;623
2350;Fruits;53
2350;Meat Products;178
2350;Fish Products;23
2350;Sweet Products;17
2350;Gold Products;133
2371;Wines;39
2371;Fruits;1
2371;Meat Products;22
2371;Fish Products;3
2371;Sweet Products;4
2371;Gold Products;12
2375;Wines;8
2375;Fruits;0
2375;Meat Products;5
2375;Fish Products;0
2375;Sweet Products;3
2375;Gold Products;6
2379;Wines;778
2379;Fruits;44
2379;Meat Products;499
2379;Fish Products;95
2379;Sweet Products;73
2379;Gold Products;146
2387;Wines;177
2387;Fruits;2
2387;Meat Products;71
2387;Fish Products;3
2387;Sweet Products;2
2387;Gold Products;20
2392;Wines;44
2392;Fruits;4
2392;Meat Products;21
2392;Fish Products;6
2392;Sweet Products;0
2392;Gold Products;27
2404;Wines;173
2404;Fruits;4
2404;Meat Products;30
2404;Fish Products;3
2404;Sweet Products;6
2404;Gold Products;41
2406;Wines;376
2406;Fruits;4
2406;Meat Products;94
2406;Fish Products;12
2406;Sweet Products;9
2406;Gold Products;24
2407;Wines;823
2407;Fruits;25
2407;Meat Products;459
2407;Fish Products;124
2407;Sweet Products;29
2407;Gold Products;95
2408;Wines;490
2408;Fruits;0
2408;Meat Products;184
2408;Fish Products;10
2408;Sweet Products;28
2408;Gold Products;21
2410;Wines;364
2410;Fruits;40
2410;Meat Products;425
2410;Fish Products;158
2410;Sweet Products;60
2410;Gold Products;50
2415;Wines;362
2415;Fruits;17
2415;Meat Products;398
2415;Fish Products;80
2415;Sweet Products;35
2415;Gold Products;61
2416;Wines;789
2416;Fruits;25
2416;Meat Products;420
2416;Fish Products;16
2416;Sweet Products;38
2416;Gold Products;0
2426;Wines;483
2426;Fruits;74
2426;Meat Products;114
2426;Fish Products;169
2426;Sweet Products;37
2426;Gold Products;18
2428;Wines;3
2428;Fruits;18
2428;Meat Products;26
2428;Fish Products;11
2428;Sweet Products;8
2428;Gold Products;12
2429;Wines;531
2429;Fruits;69
2429;Meat Products;300
2429;Fish Products;150
2429;Sweet Products;138
2429;Gold Products;150
2431;Wines;12
2431;Fruits;4
2431;Meat Products;19
2431;Fish Products;12
2431;Sweet Products;6
2431;Gold Products;14
2437;Wines;861
2437;Fruits;138
2437;Meat Products;461
2437;Fish Products;60
2437;Sweet Products;30
2437;Gold Products;61
2445;Wines;38
2445;Fruits;1
2445;Meat Products;24
2445;Fish Products;0
2445;Sweet Products;0
2445;Gold Products;0
2447;Wines;4
2447;Fruits;12
2447;Meat Products;15
2447;Fish Products;19
2447;Sweet Products;7
2447;Gold Products;12
2452;Wines;199
2452;Fruits;33
2452;Meat Products;60
2452;Fish Products;8
2452;Sweet Products;3
2452;Gold Products;15
2453;Wines;526
2453;Fruits;28
2453;Meat Products;135
2453;Fish Products;10
2453;Sweet Products;21
2453;Gold Products;99
2456;Wines;80
2456;Fruits;4
2456;Meat Products;46
2456;Fish Products;0
2456;Sweet Products;17
2456;Gold Products;2
2457;Wines;8
2457;Fruits;4
2457;Meat Products;5
2457;Fish Products;15
2457;Sweet Products;2
2457;Gold Products;11
2461;Wines;26
2461;Fruits;1
2461;Meat Products;11
2461;Fish Products;0
2461;Sweet Products;1
2461;Gold Products;4
2471;Wines;48
2471;Fruits;58
2471;Meat Products;68
2471;Fish Products;16
2471;Sweet Products;66
2471;Gold Products;43
2478;Wines;2
2478;Fruits;2
2478;Meat Products;4
2478;Fish Products;13
2478;Sweet Products;13
2478;Gold Products;4
2488;Wines;23
2488;Fruits;1
2488;Meat Products;25
2488;Fish Products;0
2488;Sweet Products;8
2488;Gold Products;7
2493;Wines;356
2493;Fruits;0
2493;Meat Products;107
2493;Fish Products;19
2493;Sweet Products;9
2493;Gold Products;117
2495;Wines;217
2495;Fruits;38
2495;Meat Products;350
2495;Fish Products;111
2495;Sweet Products;85
2495;Gold Products;15
2499;Wines;204
2499;Fruits;97
2499;Meat Products;97
2499;Fish Products;21
2499;Sweet Products;118
2499;Gold Products;26
2516;Wines;22
2516;Fruits;2
2516;Meat Products;10
2516;Fish Products;6
2516;Sweet Products;4
2516;Gold Products;34
2518;Wines;5
2518;Fruits;4
2518;Meat Products;5
2518;Fish Products;4
2518;Sweet Products;2
2518;Gold Products;10
2521;Wines;23
2521;Fruits;1
2521;Meat Products;13
2521;Fish Products;2
2521;Sweet Products;2
2521;Gold Products;18
2525;Wines;153
2525;Fruits;64
2525;Meat Products;123
2525;Fish Products;116
2525;Sweet Products;64
2525;Gold Products;14
2532;Wines;982
2532;Fruits;73
2532;Meat Products;351
2532;Fish Products;56
2532;Sweet Products;14
2532;Gold Products;175
2534;Wines;97
2534;Fruits;1
2534;Meat Products;41
2534;Fish Products;6
2534;Sweet Products;2
2534;Gold Products;41
2535;Wines;163
2535;Fruits;0
2535;Meat Products;480
2535;Fish Products;0
2535;Sweet Products;126
2535;Gold Products;75
2541;Wines;14
2541;Fruits;7
2541;Meat Products;11
2541;Fish Products;11
2541;Sweet Products;0
2541;Gold Products;5
2544;Wines;50
2544;Fruits;1
2544;Meat Products;27
2544;Fish Products;6
2544;Sweet Products;7
2544;Gold Products;1
2546;Wines;23
2546;Fruits;4
2546;Meat Products;5
2546;Fish Products;10
2546;Sweet Products;5
2546;Gold Products;23
2549;Wines;17
2549;Fruits;0
2549;Meat Products;9
2549;Fish Products;0
2549;Sweet Products;0
2549;Gold Products;1
2552;Wines;416
2552;Fruits;0
2552;Meat Products;26
2552;Fish Products;0
2552;Sweet Products;0
2552;Gold Products;4
2557;Wines;7
2557;Fruits;1
2557;Meat Products;6
2557;Fish Products;3
2557;Sweet Products;1
2557;Gold Products;11
2561;Wines;977
2561;Fruits;12
2561;Meat Products;253
2561;Fish Products;16
2561;Sweet Products;12
2561;Gold Products;101
2563;Wines;1
2563;Fruits;9
2563;Meat Products;7
2563;Fish Products;2
2563;Sweet Products;14
2563;Gold Products;10
2564;Wines;111
2564;Fruits;3
2564;Meat Products;28
2564;Fish Products;2
2564;Sweet Products;6
2564;Gold Products;15
2565;Wines;1016
2565;Fruits;12
2565;Meat Products;215
2565;Fish Products;16
2565;Sweet Products;12
2565;Gold Products;63
2569;Wines;3
2569;Fruits;14
2569;Meat Products;17
2569;Fish Products;6
2569;Sweet Products;1
2569;Gold Products;5
2570;Wines;691
2570;Fruits;7
2570;Meat Products;61
2570;Fish Products;10
2570;Sweet Products;0
2570;Gold Products;46
2574;Wines;1050
2574;Fruits;12
2574;Meat Products;144
2574;Fish Products;0
2574;Sweet Products;0
2574;Gold Products;24
2579;Wines;495
2579;Fruits;33
2579;Meat Products;255
2579;Fish Products;11
2579;Sweet Products;33
2579;Gold Products;8
2587;Wines;14
2587;Fruits;0
2587;Meat Products;6
2587;Fish Products;0
2587;Sweet Products;0
2587;Gold Products;0
2589;Wines;25
2589;Fruits;3
2589;Meat Products;16
2589;Fish Products;8
2589;Sweet Products;5
2589;Gold Products;2
2591;Wines;526
2591;Fruits;35
2591;Meat Products;214
2591;Fish Products;69
2591;Sweet Products;53
2591;Gold Products;35
2607;Wines;424
2607;Fruits;17
2607;Meat Products;118
2607;Fish Products;7
2607;Sweet Products;23
2607;Gold Products;41
2611;Wines;1206
2611;Fruits;55
2611;Meat Products;445
2611;Fish Products;168
2611;Sweet Products;18
2611;Gold Products;18
2612;Wines;754
2612;Fruits;160
2612;Meat Products;625
2612;Fish Products;63
2612;Sweet Products;32
2612;Gold Products;48
2613;Wines;162
2613;Fruits;6
2613;Meat Products;37
2613;Fish Products;6
2613;Sweet Products;13
2613;Gold Products;13
2620;Wines;14
2620;Fruits;0
2620;Meat Products;2
2620;Fish Products;0
2620;Sweet Products;0
2620;Gold Products;7
2625;Wines;156
2625;Fruits;29
2625;Meat Products;56
2625;Fish Products;30
2625;Sweet Products;32
2625;Gold Products;47
2631;Wines;358
2631;Fruits;108
2631;Meat Products;413
2631;Fish Products;141
2631;Sweet Products;97
2631;Gold Products;32
2632;Wines;297
2632;Fruits;0
2632;Meat Products;38
2632;Fish Products;13
2632;Sweet Products;0
2632;Gold Products;152
2634;Wines;5
2634;Fruits;7
2634;Meat Products;31
2634;Fish Products;15
2634;Sweet Products;4
2634;Gold Products;7
2639;Wines;19
2639;Fruits;5
2639;Meat Products;12
2639;Fish Products;10
2639;Sweet Products;3
2639;Gold Products;19
2656;Wines;23
2656;Fruits;1
2656;Meat Products;7
2656;Fish Products;0
2656;Sweet Products;4
2656;Gold Products;24
2661;Wines;12
2661;Fruits;4
2661;Meat Products;2
2661;Fish Products;10
2661;Sweet Products;6
2661;Gold Products;10
2666;Wines;519
2666;Fruits;50
2666;Meat Products;167
2666;Fish Products;130
2666;Sweet Products;0
2666;Gold Products;41
2669;Wines;375
2669;Fruits;152
2669;Meat Products;335
2669;Fish Products;93
2669;Sweet Products;91
2669;Gold Products;81
2674;Wines;543
2674;Fruits;10
2674;Meat Products;205
2674;Fish Products;160
2674;Sweet Products;143
2674;Gold Products;82
2677;Wines;72
2677;Fruits;24
2677;Meat Products;68
2677;Fish Products;65
2677;Sweet Products;4
2677;Gold Products;8
2678;Wines;52
2678;Fruits;12
2678;Meat Products;50
2678;Fish Products;4
2678;Sweet Products;36
2678;Gold Products;55
2681;Wines;71
2681;Fruits;22
2681;Meat Products;112
2681;Fish Products;138
2681;Sweet Products;89
2681;Gold Products;29
2683;Wines;295
2683;Fruits;106
2683;Meat Products;271
2683;Fish Products;75
2683;Sweet Products;98
2683;Gold Products;65
2686;Wines;0
2686;Fruits;1
2686;Meat Products;4
2686;Fish Products;15
2686;Sweet Products;1
2686;Gold Products;5
2694;Wines;21
2694;Fruits;0
2694;Meat Products;3
2694;Fish Products;0
2694;Sweet Products;0
2694;Gold Products;0
2698;Wines;254
2698;Fruits;7
2698;Meat Products;108
2698;Fish Products;20
2698;Sweet Products;0
2698;Gold Products;26
2711;Wines;9
2711;Fruits;1
2711;Meat Products;5
2711;Fish Products;4
2711;Sweet Products;5
2711;Gold Products;7
2712;Wines;184
2712;Fruits;178
2712;Meat Products;178
2712;Fish Products;103
2712;Sweet Products;39
2712;Gold Products;33
2715;Wines;70
2715;Fruits;3
2715;Meat Products;37
2715;Fish Products;4
2715;Sweet Products;2
2715;Gold Products;64
2724;Wines;12
2724;Fruits;0
2724;Meat Products;1
2724;Fish Products;0
2724;Sweet Products;0
2724;Gold Products;6
2727;Wines;181
2727;Fruits;21
2727;Meat Products;69
2727;Fish Products;39
2727;Sweet Products;3
2727;Gold Products;96
2730;Wines;536
2730;Fruits;11
2730;Meat Products;387
2730;Fish Products;149
2730;Sweet Products;91
2730;Gold Products;57
2736;Wines;366
2736;Fruits;124
2736;Meat Products;156
2736;Fish Products;71
2736;Sweet Products;78
2736;Gold Products;54
2740;Wines;62
2740;Fruits;1
2740;Meat Products;16
2740;Fish Products;3
2740;Sweet Products;2
2740;Gold Products;6
2747;Wines;864
2747;Fruits;134
2747;Meat Products;768
2747;Fish Products;150
2747;Sweet Products;38
2747;Gold Products;172
2781;Wines;1003
2781;Fruits;34
2781;Meat Products;536
2781;Fish Products;134
2781;Sweet Products;51
2781;Gold Products;34
2782;Wines;352
2782;Fruits;0
2782;Meat Products;27
2782;Fish Products;10
2782;Sweet Products;0
2782;Gold Products;15
2793;Wines;532
2793;Fruits;88
2793;Meat Products;168
2793;Fish Products;69
2793;Sweet Products;44
2793;Gold Products;133
2795;Wines;5
2795;Fruits;0
2795;Meat Products;3
2795;Fish Products;0
2795;Sweet Products;0
2795;Gold Products;5
2797;Wines;707
2797;Fruits;20
2797;Meat Products;171
2797;Fish Products;65
2797;Sweet Products;60
2797;Gold Products;50
2798;Wines;763
2798;Fruits;29
2798;Meat Products;138
2798;Fish Products;76
2798;Sweet Products;176
2798;Gold Products;58
2802;Wines;196
2802;Fruits;25
2802;Meat Products;607
2802;Fish Products;67
2802;Sweet Products;17
2802;Gold Products;49
2804;Wines;57
2804;Fruits;0
2804;Meat Products;27
2804;Fish Products;0
2804;Sweet Products;0
2804;Gold Products;36
2807;Wines;656
2807;Fruits;38
2807;Meat Products;161
2807;Fish Products;62
2807;Sweet Products;47
2807;Gold Products;37
2811;Wines;52
2811;Fruits;0
2811;Meat Products;9
2811;Fish Products;0
2811;Sweet Products;0
2811;Gold Products;1
2814;Wines;9
2814;Fruits;1
2814;Meat Products;5
2814;Fish Products;4
2814;Sweet Products;5
2814;Gold Products;7
2815;Wines;7
2815;Fruits;5
2815;Meat Products;39
2815;Fish Products;17
2815;Sweet Products;15
2815;Gold Products;37
2826;Wines;25
2826;Fruits;0
2826;Meat Products;8
2826;Fish Products;2
2826;Sweet Products;0
2826;Gold Products;2
2829;Wines;626
2829;Fruits;0
2829;Meat Products;70
2829;Fish Products;0
2829;Sweet Products;7
2829;Gold Products;28
2831;Wines;453
2831;Fruits;38
2831;Meat Products;279
2831;Fish Products;188
2831;Sweet Products;38
2831;Gold Products;183
2836;Wines;10
2836;Fruits;1
2836;Meat Products;7
2836;Fish Products;0
2836;Sweet Products;0
2836;Gold Products;1
2849;Wines;265
2849;Fruits;199
2849;Meat Products;303
2849;Fish Products;234
2849;Sweet Products;9
2849;Gold Products;170
2853;Wines;60
2853;Fruits;51
2853;Meat Products;87
2853;Fish Products;6
2853;Sweet Products;20
2853;Gold Products;51
2861;Wines;9
2861;Fruits;1
2861;Meat Products;6
2861;Fish Products;3
2861;Sweet Products;0
2861;Gold Products;4
2863;Wines;738
2863;Fruits;20
2863;Meat Products;172
2863;Fish Products;52
2863;Sweet Products;50
2863;Gold Products;20
2868;Wines;20
2868;Fruits;1
2868;Meat Products;28
2868;Fish Products;3
2868;Sweet Products;3
2868;Gold Products;2
2870;Wines;376
2870;Fruits;0
2870;Meat Products;38
2870;Fish Products;11
2870;Sweet Products;8
2870;Gold Products;69
2874;Wines;6
2874;Fruits;4
2874;Meat Products;7
2874;Fish Products;4
2874;Sweet Products;3
2874;Gold Products;8
2875;Wines;444
2875;Fruits;44
2875;Meat Products;382
2875;Fish Products;11
2875;Sweet Products;8
2875;Gold Products;17
2877;Wines;410
2877;Fruits;0
2877;Meat Products;59
2877;Fish Products;19
2877;Sweet Products;9
2877;Gold Products;44
2878;Wines;162
2878;Fruits;31
2878;Meat Products;127
2878;Fish Products;8
2878;Sweet Products;17
2878;Gold Products;69
2882;Wines;711
2882;Fruits;28
2882;Meat Products;142
2882;Fish Products;49
2882;Sweet Products;18
2882;Gold Products;47
2886;Wines;1121
2886;Fruits;0
2886;Meat Products;72
2886;Fish Products;0
2886;Sweet Products;12
2886;Gold Products;12
2891;Wines;595
2891;Fruits;23
2891;Meat Products;123
2891;Fish Products;10
2891;Sweet Products;23
2891;Gold Products;154
2894;Wines;1067
2894;Fruits;138
2894;Meat Products;750
2894;Fish Products;0
2894;Sweet Products;19
2894;Gold Products;39
2895;Wines;104
2895;Fruits;1
2895;Meat Products;54
2895;Fish Products;13
2895;Sweet Products;9
2895;Gold Products;14
2902;Wines;19
2902;Fruits;4
2902;Meat Products;12
2902;Fish Products;2
2902;Sweet Products;2
2902;Gold Products;6
2909;Wines;934
2909;Fruits;24
2909;Meat Products;230
2909;Fish Products;16
2909;Sweet Products;24
2909;Gold Products;36
2918;Wines;44
2918;Fruits;5
2918;Meat Products;19
2918;Fish Products;0
2918;Sweet Products;4
2918;Gold Products;19
2920;Wines;789
2920;Fruits;0
2920;Meat Products;142
2920;Fish Products;12
2920;Sweet Products;9
2920;Gold Products;38
2926;Wines;1241
2926;Fruits;0
2926;Meat Products;80
2926;Fish Products;0
2926;Sweet Products;13
2926;Gold Products;40
2928;Wines;789
2928;Fruits;0
2928;Meat Products;142
2928;Fish Products;12
2928;Sweet Products;9
2928;Gold Products;38
2929;Wines;18
2929;Fruits;42
2929;Meat Products;24
2929;Fish Products;15
2929;Sweet Products;20
2929;Gold Products;18
2930;Wines;852
2930;Fruits;60
2930;Meat Products;207
2930;Fish Products;78
2930;Sweet Products;36
2930;Gold Products;48
2931;Wines;737
2931;Fruits;21
2931;Meat Products;106
2931;Fish Products;55
2931;Sweet Products;63
2931;Gold Products;210
2936;Wines;18
2936;Fruits;0
2936;Meat Products;4
2936;Fish Products;0
2936;Sweet Products;0
2936;Gold Products;1
2937;Wines;614
2937;Fruits;16
2937;Meat Products;132
2937;Fish Products;43
2937;Sweet Products;33
2937;Gold Products;33
2939;Wines;751
2939;Fruits;127
2939;Meat Products;687
2939;Fish Products;20
2939;Sweet Products;15
2939;Gold Products;31
2942;Wines;305
2942;Fruits;3
2942;Meat Products;27
2942;Fish Products;4
2942;Sweet Products;3
2942;Gold Products;144
2945;Wines;38
2945;Fruits;0
2945;Meat Products;2
2945;Fish Products;0
2945;Sweet Products;0
2945;Gold Products;6
2948;Wines;104
2948;Fruits;12
2948;Meat Products;48
2948;Fish Products;4
2948;Sweet Products;12
2948;Gold Products;5
2952;Wines;29
2952;Fruits;3
2952;Meat Products;30
2952;Fish Products;3
2952;Sweet Products;2
2952;Gold Products;9
2958;Wines;19
2958;Fruits;3
2958;Meat Products;10
2958;Fish Products;11
2958;Sweet Products;8
2958;Gold Products;6
2961;Wines;175
2961;Fruits;10
2961;Meat Products;110
2961;Fish Products;54
2961;Sweet Products;6
2961;Gold Products;27
2963;Wines;709
2963;Fruits;93
2963;Meat Products;374
2963;Fish Products;104
2963;Sweet Products;80
2963;Gold Products;80
2964;Wines;3
2964;Fruits;10
2964;Meat Products;8
2964;Fish Products;3
2964;Sweet Products;16
2964;Gold Products;32
2968;Wines;437
2968;Fruits;8
2968;Meat Products;206
2968;Fish Products;160
2968;Sweet Products;49
2968;Gold Products;42
2975;Wines;717
2975;Fruits;42
2975;Meat Products;864
2975;Fish Products;219
2975;Sweet Products;30
2975;Gold Products;84
2980;Wines;12
2980;Fruits;0
2980;Meat Products;13
2980;Fish Products;4
2980;Sweet Products;2
2980;Gold Products;4
2986;Wines;7
2986;Fruits;2
2986;Meat Products;4
2986;Fish Products;2
2986;Sweet Products;1
2986;Gold Products;4
2995;Wines;291
2995;Fruits;10
2995;Meat Products;689
2995;Fish Products;84
2995;Sweet Products;10
2995;Gold Products;0
3005;Wines;530
3005;Fruits;117
3005;Meat Products;678
3005;Fish Products;134
3005;Sweet Products;44
3005;Gold Products;147
3006;Wines;17
3006;Fruits;0
3006;Meat Products;14
3006;Fish Products;7
3006;Sweet Products;3
3006;Gold Products;2
3007;Wines;27
3007;Fruits;2
3007;Meat Products;10
3007;Fish Products;0
3007;Sweet Products;0
3007;Gold Products;1
3009;Wines;1462
3009;Fruits;16
3009;Meat Products;128
3009;Fish Products;0
3009;Sweet Products;0
3009;Gold Products;160
3010;Wines;957
3010;Fruits;153
3010;Meat Products;612
3010;Fish Products;99
3010;Sweet Products;95
3010;Gold Products;153
3011;Wines;86
3011;Fruits;12
3011;Meat Products;75
3011;Fish Products;33
3011;Sweet Products;15
3011;Gold Products;6
3025;Wines;212
3025;Fruits;6
3025;Meat Products;69
3025;Fish Products;4
3025;Sweet Products;12
3025;Gold Products;3
3032;Wines;28
3032;Fruits;34
3032;Meat Products;62
3032;Fish Products;11
3032;Sweet Products;14
3032;Gold Products;44
3033;Wines;112
3033;Fruits;17
3033;Meat Products;44
3033;Fish Products;34
3033;Sweet Products;22
3033;Gold Products;89
3037;Wines;135
3037;Fruits;46
3037;Meat Products;92
3037;Fish Products;65
3037;Sweet Products;61
3037;Gold Products;11
3050;Wines;185
3050;Fruits;0
3050;Meat Products;28
3050;Fish Products;3
3050;Sweet Products;2
3050;Gold Products;17
3056;Wines;587
3056;Fruits;43
3056;Meat Products;337
3056;Fish Products;42
3056;Sweet Products;87
3056;Gold Products;54
3066;Wines;167
3066;Fruits;0
3066;Meat Products;43
3066;Fish Products;6
3066;Sweet Products;2
3066;Gold Products;13
3068;Wines;1
3068;Fruits;12
3068;Meat Products;9
3068;Fish Products;0
3068;Sweet Products;14
3068;Gold Products;7
3074;Wines;1218
3074;Fruits;107
3074;Meat Products;304
3074;Fish Products;23
3074;Sweet Products;143
3074;Gold Products;33
3075;Wines;130
3075;Fruits;30
3075;Meat Products;168
3075;Fish Products;20
3075;Sweet Products;34
3075;Gold Products;0
3076;Wines;452
3076;Fruits;18
3076;Meat Products;102
3076;Fish Products;16
3076;Sweet Products;18
3076;Gold Products;6
3081;Wines;7
3081;Fruits;2
3081;Meat Products;6
3081;Fish Products;2
3081;Sweet Products;0
3081;Gold Products;3
3083;Wines;215
3083;Fruits;13
3083;Meat Products;87
3083;Fish Products;17
3083;Sweet Products;17
3083;Gold Products;24
3091;Wines;340
3091;Fruits;21
3091;Meat Products;134
3091;Fish Products;258
3091;Sweet Products;14
3091;Gold Products;56
3099;Wines;183
3099;Fruits;5
3099;Meat Products;65
3099;Fish Products;3
3099;Sweet Products;5
3099;Gold Products;49
3102;Wines;2
3102;Fruits;3
3102;Meat Products;12
3102;Fish Products;3
3102;Sweet Products;5
3102;Gold Products;7
3104;Wines;830
3104;Fruits;59
3104;Meat Products;968
3104;Fish Products;51
3104;Sweet Products;79
3104;Gold Products;19
3107;Wines;121
3107;Fruits;24
3107;Meat Products;124
3107;Fish Products;24
3107;Sweet Products;15
3107;Gold Products;42
3112;Wines;2
3112;Fruits;4
3112;Meat Products;9
3112;Fish Products;0
3112;Sweet Products;4
3112;Gold Products;5
3117;Wines;264
3117;Fruits;0
3117;Meat Products;21
3117;Fish Products;12
3117;Sweet Products;6
3117;Gold Products;147
3120;Wines;6
3120;Fruits;1
3120;Meat Products;10
3120;Fish Products;0
3120;Sweet Products;1
3120;Gold Products;4
3129;Wines;5
3129;Fruits;3
3129;Meat Products;11
3129;Fish Products;12
3129;Sweet Products;5
3129;Gold Products;9
3130;Wines;12
3130;Fruits;4
3130;Meat Products;2
3130;Fish Products;10
3130;Sweet Products;6
3130;Gold Products;10
3136;Wines;317
3136;Fruits;25
3136;Meat Products;265
3136;Fish Products;25
3136;Sweet Products;19
3136;Gold Products;12
3138;Wines;1324
3138;Fruits;27
3138;Meat Products;119
3138;Fish Products;71
3138;Sweet Products;108
3138;Gold Products;27
3139;Wines;871
3139;Fruits;111
3139;Meat Products;704
3139;Fish Products;145
3139;Sweet Products;55
3139;Gold Products;166
3152;Wines;15
3152;Fruits;10
3152;Meat Products;19
3152;Fish Products;8
3152;Sweet Products;17
3152;Gold Products;20
3153;Wines;11
3153;Fruits;0
3153;Meat Products;4
3153;Fish Products;0
3153;Sweet Products;0
3153;Gold Products;2
3158;Wines;13
3158;Fruits;3
3158;Meat Products;6
3158;Fish Products;6
3158;Sweet Products;5
3158;Gold Products;6
3170;Wines;389
3170;Fruits;66
3170;Meat Products;408
3170;Fish Products;37
3170;Sweet Products;57
3170;Gold Products;85
3174;Wines;1492
3174;Fruits;38
3174;Meat Products;287
3174;Fish Products;50
3174;Sweet Products;57
3174;Gold Products;33
3179;Wines;249
3179;Fruits;153
3179;Meat Products;940
3179;Fish Products;58
3179;Sweet Products;134
3179;Gold Products;38
3182;Wines;96
3182;Fruits;1
3182;Meat Products;79
3182;Fish Products;7
3182;Sweet Products;1
3182;Gold Products;79
3194;Wines;412
3194;Fruits;12
3194;Meat Products;546
3194;Fish Products;78
3194;Sweet Products;182
3194;Gold Products;0
3197;Wines;275
3197;Fruits;59
3197;Meat Products;107
3197;Fish Products;69
3197;Sweet Products;101
3197;Gold Products;59
3202;Wines;1166
3202;Fruits;0
3202;Meat Products;48
3202;Fish Products;0
3202;Sweet Products;0
3202;Gold Products;36
3220;Wines;29
3220;Fruits;12
3220;Meat Products;59
3220;Fish Products;19
3220;Sweet Products;1
3220;Gold Products;36
3225;Wines;116
3225;Fruits;11
3225;Meat Products;72
3225;Fish Products;3
3225;Sweet Products;17
3225;Gold Products;46
3231;Wines;5
3231;Fruits;4
3231;Meat Products;10
3231;Fish Products;2
3231;Sweet Products;2
3231;Gold Products;7
3233;Wines;562
3233;Fruits;21
3233;Meat Products;464
3233;Fish Products;28
3233;Sweet Products;10
3233;Gold Products;32
3254;Wines;407
3254;Fruits;70
3254;Meat Products;239
3254;Fish Products;103
3254;Sweet Products;88
3254;Gold Products;53
3262;Wines;995
3262;Fruits;112
3262;Meat Products;417
3262;Fish Products;42
3262;Sweet Products;48
3262;Gold Products;41
3265;Wines;21
3265;Fruits;1
3265;Meat Products;9
3265;Fish Products;7
3265;Sweet Products;3
3265;Gold Products;5
3266;Wines;14
3266;Fruits;36
3266;Meat Products;11
3266;Fish Products;3
3266;Sweet Products;26
3266;Gold Products;35
3267;Wines;527
3267;Fruits;0
3267;Meat Products;21
3267;Fish Products;0
3267;Sweet Products;0
3267;Gold Products;60
3270;Wines;12
3270;Fruits;23
3270;Meat Products;38
3270;Fish Products;30
3270;Sweet Products;18
3270;Gold Products;7
3276;Wines;11
3276;Fruits;12
3276;Meat Products;35
3276;Fish Products;3
3276;Sweet Products;5
3276;Gold Products;12
3277;Wines;219
3277;Fruits;3
3277;Meat Products;100
3277;Fish Products;26
3277;Sweet Products;0
3277;Gold Products;17
3281;Wines;206
3281;Fruits;10
3281;Meat Products;67
3281;Fish Products;30
3281;Sweet Products;27
3281;Gold Products;71
3283;Wines;200
3283;Fruits;193
3283;Meat Products;100
3283;Fish Products;46
3283;Sweet Products;185
3283;Gold Products;185
3286;Wines;13
3286;Fruits;2
3286;Meat Products;15
3286;Fish Products;2
3286;Sweet Products;2
3286;Gold Products;8
3298;Wines;856
3298;Fruits;0
3298;Meat Products;76
3298;Fish Products;12
3298;Sweet Products;9
3298;Gold Products;199
3308;Wines;30
3308;Fruits;9
3308;Meat Products;12
3308;Fish Products;2
3308;Sweet Products;11
3308;Gold Products;30
3310;Wines;73
3310;Fruits;3
3310;Meat Products;90
3310;Fish Products;12
3310;Sweet Products;1
3310;Gold Products;32
3312;Wines;5
3312;Fruits;7
3312;Meat Products;24
3312;Fish Products;19
3312;Sweet Products;14
3312;Gold Products;20
3321;Wines;421
3321;Fruits;5
3321;Meat Products;90
3321;Fish Products;0
3321;Sweet Products;16
3321;Gold Products;10
3332;Wines;64
3332;Fruits;4
3332;Meat Products;68
3332;Fish Products;7
3332;Sweet Products;5
3332;Gold Products;17
3334;Wines;879
3334;Fruits;143
3334;Meat Products;797
3334;Fish Products;106
3334;Sweet Products;143
3334;Gold Products;143
3336;Wines;712
3336;Fruits;0
3336;Meat Products;45
3336;Fish Products;0
3336;Sweet Products;0
3336;Gold Products;191
3340;Wines;244
3340;Fruits;15
3340;Meat Products;108
3340;Fish Products;4
3340;Sweet Products;15
